Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Day
2,1750197.81,0,51.26,2.732,210.6766095,8.324,3,26
2,2066187.72,0,63.27,2.719,210.4798874,8.2,4,2
2,1954689.21,0,65.41,2.77,210.2831653,8.2,4,9
2,1874957.94,0,68.07,2.808,210.1495463,8.2,4,16
2,1821990.93,0,65.11,2.795,210.1000648,8.2,4,23
2,1802450.29,0,66.98,2.78,210.0505833,8.2,4,30
2,2042581.71,0,71.28,2.835,210.0011018,8.2,5,7
2,1880752.36,0,73.31,2.854,209.9984585,8.2,5,14
2,1896937.1,0,74.83,2.826,210.2768443,8.2,5,21
2,1957113.89,0,81.13,2.759,210.5552301,8.2,5,28
2,2102539.93,0,81.81,2.705,210.833616,8.2,6,4
2,2025538.76,0,83.4,2.668,211.1120018,8.2,6,11
2,2001636.96,0,85.81,2.637,211.1096543,8.2,6,18
2,1939927.09,0,86.26,2.653,210.9950134,8.2,6,25
2,2003940.64,0,82.74,2.669,210.8803726,8.099,7,2
2,1880902.62,0,82.59,2.642,210.7657317,8.099,7,9
2,1845879.79,0,85.32,2.623,210.7577954,8.099,7,16
2,1781717.71,0,87.66,2.608,210.8921319,8.099,7,23
2,1804246.16,0,83.49,2.64,211.0264684,8.099,7,30
2,1991909.98,0,89.53,2.627,211.1608049,8.099,8,6
2,1895601.05,0,89.05,2.692,211.2951413,8.099,8,13
2,1964335.23,0,88.7,2.664,211.2596586,8.099,8,20
2,1863840.49,0,87.12,2.619,211.2241759,8.099,8,27
2,1904608.09,0,81.83,2.577,211.1886931,8.099,9,3
2,1839128.83,1,79.09,2.565,211.1532104,8.099,9,10
2,1793903.6,0,82.05,2.582,211.1806415,8.099,9,17
2,1724557.22,0,81.79,2.624,211.2552578,8.099,9,24
2,1827440.43,0,69.24,2.603,211.3298742,8.163,10,1
2,1849921.44,0,63.19,2.633,211.4044906,8.163,10,8
2,1794355.49,0,65.8,2.72,211.4713286,8.163,10,15
2,1737947.64,0,68.5,2.725,211.5187208,8.163,10,22
2,1802755.11,0,66.24,2.716,211.5661131,8.163,10,29
2,1939061.41,0,57.85,2.689,211.6135053,8.163,11,5
2,1916812.74,0,59.69,2.728,211.6608975,8.163,11,12
2,1956739.17,0,50.81,2.771,211.5470304,8.163,11,19
2,2658725.29,1,62.98,2.735,211.4062867,8.163,11,26
2,2015781.27,0,49.33,2.708,211.265543,8.163,12,3
2,2378726.55,0,45.5,2.843,211.1247993,8.163,12,10
2,2609166.75,0,47.55,2.869,211.0645458,8.163,12,17
2,3436007.68,0,49.97,2.886,211.0646599,8.163,12,24
2,1750434.55,1,47.3,2.943,211.064774,8.163,12,31
2,1758050.79,0,44.69,2.976,211.0648881,8.028,1,7
2,1744193.58,0,33.02,2.983,211.1176713,8.028,1,14
2,1751384.9,0,41.4,3.016,211.4864691,8.028,1,21
2,1695371.68,0,42.83,3.01,211.8552668,8.028,1,28
2,1929346.23,0,38.25,2.989,212.2240646,8.028,2,4
2,2168041.61,1,33.19,3.022,212.5928624,8.028,2,11
2,2080884.82,0,57.83,3.045,212.9033115,8.028,2,18
2,1833511.08,0,60.8,3.065,213.190421,8.028,2,25
2,1981607.78,0,57.77,3.288,213.4775305,8.028,3,4
2,1879107.31,0,52.7,3.459,213.7646401,8.028,3,11
2,1902557.66,0,62.32,3.488,214.0156238,8.028,3,18
2,1766162.05,0,69.42,3.473,214.2521573,8.028,3,25
2,1800171.36,0,55.43,3.524,214.4886908,7.931,4,1
2,1847552.61,0,67.0,3.622,214.7252242,7.931,4,8
2,1856467.84,0,69.48,3.743,214.9420631,7.931,4,15
2,1886339.6,0,69.39,3.807,215.1096657,7.931,4,22
2,1745545.28,0,69.21,3.81,215.2772683,7.931,4,29
2,1837743.6,0,61.48,3.906,215.4448709,7.931,5,6
2,1838513.07,0,74.61,3.899,215.6124735,7.931,5,13
2,1688281.86,0,67.14,3.907,215.3834778,7.931,5,20
2,1797732.56,0,76.42,3.786,215.1544822,7.931,5,27
2,1933756.21,0,83.07,3.699,214.9254865,7.931,6,3
2,1929153.16,0,83.4,3.648,214.6964908,7.931,6,10
2,1953771.99,0,86.53,3.637,214.6513538,7.931,6,17
2,1790925.8,0,85.17,3.594,214.7441108,7.931,6,24
2,1866243.0,0,85.69,3.524,214.8368678,7.852,7,1
2,1853161.99,0,87.7,3.48,214.9296249,7.852,7,8
2,1785187.29,0,89.83,3.575,215.0134426,7.852,7,15
2,1743816.41,0,89.34,3.651,215.0749122,7.852,7,22
2,1680693.06,0,90.07,3.682,215.1363819,7.852,7,29
2,1876704.26,0,93.34,3.684,215.1978515,7.852,8,5
2,1812768.26,0,91.58,3.638,215.2593211,7.852,8,12
2,1844094.59,0,89.86,3.554,215.3229307,7.852,8,19
2,1821139.91,0,90.45,3.523,215.386897,7.852,8,26
2,1809119.7,0,89.64,3.533,215.4508632,7.852,9,2
2,1748000.65,1,77.97,3.546,215.5148295,7.852,9,9
2,1691439.52,0,78.85,3.526,215.6944378,7.852,9,16
2,1669299.78,0,75.58,3.467,216.0282356,7.852,9,23
2,1650394.44,0,78.14,3.355,216.3620333,7.852,9,30
2,1837553.43,0,69.92,3.285,216.6958311,7.441,10,7
2,1743882.19,0,71.67,3.274,217.0048261,7.441,10,14
2,1834680.25,0,64.53,3.353,217.1650042,7.441,10,21
2,1769296.25,0,65.87,3.372,217.3251824,7.441,10,28
3,461622.22,0,45.71,2.572,214.4248812,7.368,2,5
3,420728.96,1,47.93,2.548,214.5747916,7.368,2,12
3,421642.19,0,47.07,2.514,214.6198868,7.368,2,19
3,407204.86,0,52.05,2.561,214.6475127,7.368,2,26
3,415202.04,0,53.04,2.625,214.6751386,7.368,3,5
3,384200.69,0,63.08,2.667,214.7027646,7.368,3,12
3,375328.59,0,60.42,2.72,214.5301219,7.368,3,19
3,359949.27,0,57.06,2.732,214.3241011,7.368,3,26
3,423294.4,0,65.56,2.719,214.1180803,7.343,4,2
3,415870.28,0,68.0,2.77,213.9120595,7.343,4,9
3,354993.26,0,66.98,2.808,213.7726889,7.343,4,16
3,339976.65,0,67.87,2.795,213.7221852,7.343,4,23
3,361248.39,0,70.24,2.78,213.6716815,7.343,4,30
3,399323.86,0,73.47,2.835,213.6211778,7.343,5,7
3,384357.94,0,77.18,2.854,213.6196139,7.343,5,14
3,343763.17,0,75.81,2.826,213.9116886,7.343,5,21
3,350089.23,0,78.6,2.759,214.2037634,7.343,5,28
3,396968.8,0,78.53,2.705,214.4958382,7.343,6,4
3,355017.09,0,82.1,2.668,214.787913,7.343,6,11
3,364076.85,0,83.52,2.637,214.7858259,7.343,6,18
3,357346.48,0,83.79,2.653,214.6660741,7.343,6,25
3,381151.72,0,82.2,2.669,214.5463222,7.346,7,2
3,349214.18,0,81.75,2.642,214.4265704,7.346,7,9
3,352728.78,0,84.32,2.623,214.4176476,7.346,7,16
3,352864.49,0,83.32,2.608,214.5564968,7.346,7,23
3,347955.05,0,82.04,2.64,214.695346,7.346,7,30
3,402635.76,0,85.13,2.627,214.8341952,7.346,8,6
3,339597.38,0,86.74,2.692,214.9730444,7.346,8,13
3,351728.21,0,88.02,2.664,214.9314191,7.346,8,20
3,362134.09,0,86.15,2.619,214.8897938,7.346,8,27
3,366473.97,0,84.16,2.577,214.8481685,7.346,9,3
3,352260.97,1,80.84,2.565,214.8065431,7.346,9,10
3,363064.64,0,82.36,2.582,214.8322484,7.346,9,17
3,355626.87,0,76.9,2.624,214.9084516,7.346,9,24
3,358784.1,0,73.6,2.603,214.9846548,7.564,10,1
3,395107.35,0,66.99,2.633,215.060858,7.564,10,8
3,345584.39,0,69.71,2.72,215.1293114,7.564,10,15
3,348895.98,0,71.64,2.725,215.17839,7.564,10,22
3,348591.74,0,72.04,2.716,215.2274686,7.564,10,29
3,423175.56,0,62.94,2.689,215.2765472,7.564,11,5
3,386635.03,0,62.79,2.728,215.3256258,7.564,11,12
3,372545.32,0,57.72,2.771,215.2074519,7.564,11,19
3,565567.84,1,68.71,2.735,215.0614025,7.564,11,26
3,476420.77,0,53.76,2.708,214.9153531,7.564,12,3
3,467642.03,0,51.13,2.843,214.7693037,7.564,12,10
3,498159.39,0,52.2,2.869,214.704919,7.564,12,17
3,605990.41,0,57.16,2.886,214.7017828,7.564,12,24
3,382677.76,1,53.2,2.943,214.6986466,7.564,12,31
3,378241.34,0,53.35,2.976,214.6955104,7.551,1,7
3,381061.1,0,44.76,2.983,214.7470729,7.551,1,14
3,350876.7,0,50.74,3.016,215.1268275,7.551,1,21
3,364866.24,0,48.71,3.01,215.5065821,7.551,1,28
3,438516.53,0,45.95,2.989,215.8863367,7.551,2,4
3,430526.21,1,43.57,3.022,216.2660913,7.551,2,11
3,432782.1,0,61.58,3.045,216.5843571,7.551,2,18
3,397211.19,0,67.4,3.065,216.8780275,7.551,2,25
3,437084.51,0,65.11,3.288,217.1716979,7.551,3,4
3,404753.3,0,61.29,3.459,217.4653683,7.551,3,11
3,392109.51,0,69.47,3.488,217.7235226,7.551,3,18
3,380683.67,0,72.94,3.473,217.9674705,7.551,3,25
3,374556.08,0,68.76,3.524,218.2114184,7.574,4,1
3,384075.31,0,72.55,3.622,218.4553663,7.574,4,8
3,366250.69,0,75.88,3.743,218.6788642,7.574,4,15
3,391860.04,0,76.91,3.807,218.851237,7.574,4,22
3,367405.4,0,78.69,3.81,219.0236099,7.574,4,29
3,413042.12,0,69.45,3.906,219.1959827,7.574,5,6
3,386312.68,0,79.87,3.899,219.3683556,7.574,5,13
3,364603.13,0,75.79,3.907,219.127216,7.574,5,20
3,369350.6,0,84.41,3.786,218.8860765,7.574,5,27
3,394507.84,0,84.29,3.699,218.6449369,7.574,6,3
3,391638.75,0,84.84,3.648,218.4037974,7.574,6,10
3,403423.34,0,86.96,3.637,218.3551748,7.574,6,17
3,385520.71,0,84.94,3.594,218.45094,7.574,6,24
3,368962.72,0,85.1,3.524,218.5467052,7.567,7,1
3,395146.24,0,85.38,3.48,218.6424704,7.567,7,8
3,373454.33,0,87.14,3.575,218.7275216,7.567,7,15
3,360617.37,0,86.19,3.651,218.7857881,7.567,7,22
3,345381.29,0,88.07,3.682,218.8440545,7.567,7,29
3,409981.25,0,88.45,3.684,218.9023209,7.567,8,5
3,380376.85,0,88.88,3.638,218.9605873,7.567,8,12
3,379716.91,0,88.44,3.554,219.023271,7.567,8,19
3,366367.55,0,87.67,3.523,219.0866908,7.567,8,26
3,375988.69,0,89.12,3.533,219.1501106,7.567,9,2
3,377347.49,1,81.72,3.546,219.2135305,7.567,9,9
3,375629.51,0,83.63,3.526,219.3972867,7.567,9,16
3,365248.94,0,80.19,3.467,219.7414914,7.567,9,23
3,368477.93,0,82.58,3.355,220.085696,7.567,9,30
3,403342.4,0,75.54,3.285,220.4299007,7.197,10,7
3,368282.57,0,73.75,3.274,220.7486167,7.197,10,14
3,394976.36,0,69.03,3.353,220.9144005,7.197,10,21
3,389540.62,0,71.04,3.372,221.0801842,7.197,10,28
4,2135143.87,0,43.76,2.598,126.4420645,8.623,2,5
4,2188307.39,1,28.84,2.573,126.4962581,8.623,2,12
4,2049860.26,0,36.45,2.54,126.5262857,8.623,2,19
4,1925728.84,0,41.36,2.59,126.5522857,8.623,2,26
4,1971057.44,0,43.49,2.654,126.5782857,8.623,3,5
4,1894324.09,0,49.63,2.704,126.6042857,8.623,3,12
4,1897429.36,0,55.19,2.743,126.6066452,8.623,3,19
4,1762539.3,0,39.91,2.752,126.6050645,8.623,3,26
4,1979247.12,0,48.77,2.74,126.6034839,7.896,4,2
4,1818452.72,0,54.16,2.773,126.6019032,7.896,4,9
4,1851519.69,0,56.23,2.81,126.5621,7.896,4,16
4,1802677.9,0,56.87,2.805,126.4713333,7.896,4,23
4,1817273.28,0,53.04,2.787,126.3805667,7.896,4,30
4,2000626.14,0,56.77,2.836,126.2898,7.896,5,7
4,1875597.28,0,62.35,2.845,126.2085484,7.896,5,14
4,1903752.6,0,67.4,2.82,126.1843871,7.896,5,21
4,1857533.7,0,67.73,2.756,126.1602258,7.896,5,28
4,1903290.58,0,70.83,2.701,126.1360645,7.896,6,4
4,1870619.23,0,78.45,2.668,126.1119032,7.896,6,11
4,1929736.35,0,81.53,2.635,126.114,7.896,6,18
4,1846651.95,0,81.1,2.654,126.1266,7.896,6,25
4,1881337.21,0,73.66,2.668,126.1392,7.372,7,2
4,1812208.22,0,80.35,2.637,126.1518,7.372,7,9
4,1898427.66,0,78.53,2.621,126.1498065,7.372,7,16
4,1848426.78,0,79.78,2.612,126.1283548,7.372,7,23
4,1796637.61,0,80.7,2.65,126.1069032,7.372,7,30
4,1907638.58,0,76.53,2.64,126.0854516,7.372,8,6
4,2007050.75,0,78.08,2.698,126.064,7.372,8,13
4,1997181.09,0,78.83,2.671,126.0766452,7.372,8,20
4,1848403.92,0,74.44,2.621,126.0892903,7.372,8,27
4,1935857.58,0,76.8,2.584,126.1019355,7.372,9,3
4,1865820.81,1,73.54,2.574,126.1145806,7.372,9,10
4,1899959.61,0,64.91,2.594,126.1454667,7.372,9,17
4,1810684.68,0,60.96,2.642,126.1900333,7.372,9,24
4,1842821.02,0,63.96,2.619,126.2346,7.127,10,1
4,1951494.85,0,67.73,2.645,126.2791667,7.127,10,8
4,1867345.09,0,62.03,2.732,126.3266774,7.127,10,15
4,1927610.06,0,64.17,2.736,126.3815484,7.127,10,22
4,1933333.0,0,56.94,2.718,126.4364194,7.127,10,29
4,2013115.79,0,51.6,2.699,126.4912903,7.127,11,5
4,1999794.26,0,52.65,2.741,126.5461613,7.127,11,12
4,2097809.4,0,48.05,2.78,126.6072,7.127,11,19
4,2789469.45,1,48.08,2.752,126.6692667,7.127,11,26
4,2102530.17,0,46.4,2.727,126.7313333,7.127,12,3
4,2302504.86,0,42.4,2.86,126.7934,7.127,12,10
4,2740057.14,0,46.57,2.884,126.8794839,7.127,12,17
4,3526713.39,0,43.21,2.887,126.9835806,7.127,12,24
4,1794868.74,1,38.09,2.955,127.0876774,7.127,12,31
4,1862476.27,0,39.34,2.98,127.1917742,6.51,1,7
4,1865502.46,0,31.6,2.992,127.3009355,6.51,1,14
4,1886393.94,0,38.34,3.017,127.4404839,6.51,1,21
4,1814240.85,0,40.6,3.022,127.5800323,6.51,1,28
4,2119086.04,0,34.61,2.996,127.7195806,6.51,2,4
4,2187847.29,1,33.29,3.033,127.859129,6.51,2,11
4,2316495.56,0,48.17,3.058,127.99525,6.51,2,18
4,2078094.69,0,49.0,3.087,128.13,6.51,2,25
4,2103455.75,0,46.56,3.305,128.26475,6.51,3,4
4,2039818.41,0,50.93,3.461,128.3995,6.51,3,11
4,2116475.38,0,51.86,3.495,128.5121935,6.51,3,18
4,1944164.32,0,59.1,3.48,128.6160645,6.51,3,25
4,1900246.47,0,56.99,3.521,128.7199355,5.946,4,1
4,2074953.46,0,62.61,3.605,128.8238065,5.946,4,8
4,1960587.76,0,62.34,3.724,128.9107333,5.946,4,15
4,2220600.76,0,68.8,3.781,128.9553,5.946,4,22
4,1878167.44,0,64.22,3.781,128.9998667,5.946,4,29
4,2063682.76,0,63.41,3.866,129.0444333,5.946,5,6
4,2002362.37,0,70.65,3.872,129.089,5.946,5,13
4,2015563.48,0,70.49,3.881,129.0756774,5.946,5,20
4,1986597.95,0,73.65,3.771,129.0623548,5.946,5,27
4,2065377.15,0,78.26,3.683,129.0490323,5.946,6,3
4,2073951.38,0,80.05,3.64,129.0357097,5.946,6,10
4,2141210.62,0,83.51,3.618,129.0432,5.946,6,17
4,2008344.92,0,81.85,3.57,129.0663,5.946,6,24
4,2051533.53,0,84.54,3.504,129.0894,5.644,7,1
4,2066541.86,0,84.59,3.469,129.1125,5.644,7,8
4,2049046.95,0,83.27,3.563,129.1338387,5.644,7,15
4,2036231.39,0,82.84,3.627,129.1507742,5.644,7,22
4,1989674.07,0,84.36,3.659,129.1677097,5.644,7,29
4,2160057.39,0,86.09,3.662,129.1846452,5.644,8,5
4,2105668.74,0,82.98,3.617,129.2015806,5.644,8,12
4,2232892.1,0,82.77,3.55,129.2405806,5.644,8,19
4,1988490.21,0,81.47,3.523,129.2832581,5.644,8,26
4,2078420.31,0,77.99,3.533,129.3259355,5.644,9,2
4,2093139.01,1,73.34,3.554,129.3686129,5.644,9,9
4,2075577.33,0,72.76,3.532,129.4306,5.644,9,16
4,2031406.41,0,69.23,3.473,129.5183333,5.644,9,23
4,1929486.63,0,72.15,3.371,129.6060667,5.644,9,30
4,2166737.65,0,65.79,3.299,129.6938,5.143,10,7
4,2074548.85,0,63.75,3.283,129.7706452,5.143,10,14
4,2207742.13,0,64.79,3.361,129.7821613,5.143,10,21
4,2151659.59,0,55.31,3.362,129.7936774,5.143,10,28
5,317173.1,0,39.7,2.572,211.6539716,6.566,2,5
5,311825.7,1,39.81,2.548,211.8004698,6.566,2,12
5,303447.57,0,41.14,2.514,211.8471283,6.566,2,19
5,270281.63,0,46.7,2.561,211.8771468,6.566,2,26
5,288855.71,0,48.89,2.625,211.9071653,6.566,3,5
5,297293.59,0,58.5,2.667,211.9371839,6.566,3,12
5,281706.41,0,55.46,2.72,211.770897,6.566,3,19
5,273282.97,0,52.47,2.732,211.5718925,6.566,3,26
5,331406.0,0,63.18,2.719,211.372888,6.465,4,2
5,328020.49,0,65.19,2.77,211.1738835,6.465,4,9
5,306858.69,0,65.3,2.808,211.0388528,6.465,4,16
5,288839.73,0,65.13,2.795,210.9891204,6.465,4,23
5,298697.84,0,67.53,2.78,210.939388,6.465,4,30
5,333522.6,0,71.53,2.835,210.8896556,6.465,5,7
5,296673.77,0,74.79,2.854,210.8872772,6.465,5,14
5,301615.49,0,75.2,2.826,211.169023,6.465,5,21
5,310013.11,0,79.81,2.759,211.4507688,6.465,5,28
5,337825.89,0,79.54,2.705,211.7325146,6.465,6,4
5,296641.91,0,80.7,2.668,212.0142605,6.465,6,11
5,313795.6,0,83.91,2.637,212.0119769,6.465,6,18
5,295257.3,0,83.72,2.653,211.8960815,6.465,6,25
5,305993.27,0,81.25,2.669,211.7801861,6.496,7,2
5,291808.87,0,81.14,2.642,211.6642907,6.496,7,9
5,280701.7,0,83.98,2.623,211.6561123,6.496,7,16
5,274742.63,0,83.66,2.608,211.7915565,6.496,7,23
5,268929.03,0,82.46,2.64,211.9270006,6.496,7,30
5,303043.02,0,86.1,2.627,212.0624447,6.496,8,6
5,286477.35,0,87.41,2.692,212.1978889,6.496,8,13
5,287205.38,0,87.71,2.664,212.1608984,6.496,8,20
5,288519.75,0,87.05,2.619,212.123908,6.496,8,27
5,323798.0,0,84.06,2.577,212.0869176,6.496,9,3
5,306533.08,1,79.86,2.565,212.0499271,6.496,9,10
5,282558.65,0,82.28,2.582,212.0769346,6.496,9,17
5,293131.58,0,78.53,2.624,212.1519404,6.496,9,24
5,283178.12,0,71.1,2.603,212.2269463,6.768,10,1
5,290494.85,0,64.99,2.633,212.3019522,6.768,10,8
5,280681.2,0,68.11,2.72,212.3691867,6.768,10,15
5,284988.27,0,70.96,2.725,212.4169928,6.768,10,22
5,278031.81,0,70.58,2.716,212.464799,6.768,10,29
5,325310.3,0,58.88,2.689,212.5126051,6.768,11,5
5,301827.36,0,62.37,2.728,212.5604113,6.768,11,12
5,297384.81,0,52.52,2.771,212.445487,6.768,11,19
5,488362.61,1,66.15,2.735,212.303441,6.768,11,26
5,344490.88,0,51.31,2.708,212.1613951,6.768,12,3
5,352811.53,0,48.27,2.843,212.0193491,6.768,12,10
5,367801.19,0,51.61,2.869,211.9580815,6.768,12,17
5,466010.25,0,55.01,2.886,211.9573978,6.768,12,24
5,298180.18,1,49.79,2.943,211.9567142,6.768,12,31
5,286347.26,0,48.3,2.976,211.9560305,6.634,1,7
5,260636.71,0,37.74,2.983,212.008514,6.634,1,14
5,275313.34,0,45.41,3.016,212.3800012,6.634,1,21
5,279088.39,0,44.5,3.01,212.7514884,6.634,1,28
5,329613.2,0,41.67,2.989,213.1229755,6.634,2,4
5,311590.54,1,38.25,3.022,213.4944627,6.634,2,11
5,356622.61,0,58.83,3.045,213.8068304,6.634,2,18
5,294659.5,0,63.35,3.065,214.0955503,6.634,2,25
5,329033.66,0,60.35,3.288,214.3842702,6.634,3,4
5,293098.1,0,55.74,3.459,214.6729901,6.634,3,11
5,312177.67,0,64.31,3.488,214.9257339,6.634,3,18
5,294732.5,0,70.71,3.473,215.1640872,6.634,3,25
5,314316.55,0,61.5,3.524,215.4024406,6.489,4,1
5,307333.62,0,69.64,3.622,215.6407939,6.489,4,8
5,307913.58,0,72.02,3.743,215.8592673,6.489,4,15
5,328415.44,0,74.34,3.807,216.0280407,6.489,4,22
5,307291.56,0,74.75,3.81,216.1968142,6.489,4,29
5,322904.68,0,66.27,3.906,216.3655877,6.489,5,6
5,290930.01,0,77.38,3.899,216.5343611,6.489,5,13
5,299614.33,0,71.37,3.907,216.3023847,6.489,5,20
5,297149.69,0,80.14,3.786,216.0704083,6.489,5,27
5,329183.92,0,83.81,3.699,215.8384319,6.489,6,3
5,304984.14,0,83.61,3.648,215.6064555,6.489,6,10
5,304811.82,0,86.84,3.637,215.560463,6.489,6,17
5,302881.64,0,84.76,3.594,215.6539583,6.489,6,24
5,327093.89,0,85.81,3.524,215.7474537,6.529,7,1
5,310804.93,0,86.64,3.48,215.8409491,6.529,7,8
5,283248.62,0,88.64,3.575,215.9250696,6.529,7,15
5,292539.73,0,86.97,3.651,215.985753,6.529,7,22
